title,year,authors,citations,abstract
"Results of the Mini-Adaptive Sampling Test Run (MASTR) Experiment: Autonomous Vehicles, Drifters, Floats, ROCIS, and HF-Radar, to Improve Loop Current System Dynamics and Forecasts in the Deepwater Gulf of México",2024,"S. DiMarco, S. Glenn, M. Smith",3,"
 We report the preliminary results of the international MASTR (Mini-Adaptive Sampling Test-Run) Experiment of the UGOS (Understanding the Gulf Ocean Systems) Program, which simultaneously deployed mu"
An Analysis of the New ISO 23247 Series of Standards on Digital Twin Framework for Manufacturing,2023,"Guodong Shao, Simon Frechette, Vijay Srinivasan",24,"
 ISO has recently issued a series of standards (ISO 23247) that deals with a digital twin framework for manufacturing. It is a generic framework that can be specialized to enterprises engaged in diff"
Using High Fidelity OBN Seismic Data to Unlock Conventional Near Field Exploration Prospectivity in Nigeria's Shallow Water Offshore Depobelt,2023,"Obobi Onwuka, C. Obinna, Ifekelunma Umeogu",24,"
 It is well-established that Nigeria's Shallow Water Offshore depobelt has large exploration potential and provides an upside for long term hydrocarbon production security. Long-standing imaging chal"
Linkage and essential p-dimension,2024,Adam Chapman,2,We prove that two cyclically linked p-algebras of prime degree become inseparably linked under a prime to p extension if and only if the essential p-dimension of the pair is 2. We conclude that the es
A multiphase eigenvalue problem on a stratified Lie group,2024,"D. Choudhuri, Leandro S. Tavares, D. D. Repovš",2,"We consider a multiphase spectral problem on a stratified Lie group. We prove the existence of an eigenfunction of (2, q)-eigenvalue problem on a bounded domain. Furthermore, we also establish a Pohoz"
Complex Reservoir Characterization of Ultra Tight Naturally Fractured Carbonate Over-Pressured Gas Condensate Reservoir Using Dynamic Data Analysis,2024,"Sadam Hussain, Zaheer Ahmed, Saad Mehmood",2,"
 Ultra-Tight fractured carbonate reservoirs (UTFCR) are the world's most geologically complex and heterogeneous reservoirs. To develop over-pressured UTFCR, reservoir dynamics and boundaries must be "
Historical Narrative: Constituent Features and Linguistic Properties,2024,"O. Leontovich, Anna Khanova",2,"While historians extensively research narrative and use a significant number of concepts that linguists traditionally see as their own, the properties of historical narrative have not received suffici"
Pilot Tests of Steam Flooding after Cyclic Steam-N2-CO2 Stimulation in Bohai Offshore with Large Well Spacing,2024,"Dong Liu, Zongbin Liu, Guangming Pan",2,"
 Two challenges confront the development of Bohai heavy oil resources: first is the high development costs, which requires an economic limit production of 100,000 m3 for a single well; in addition, t"
Co-Injection of Surfactant and Gas in Unconventional Reservoirs,2024,"D. Schechter, B. Moore, A. Sarmah",2,"
 Enhanced oil recovery in unconventional reservoirs has established a track record in the past few years. It is an important technology to investigate and implement to pursue longevity in the thousan"
Investigating the Extent of the Impact of Acetic Acid as Halite Precipitation Reduction Agent for Enhancing CO2 Injectivity in Deep Saline Aquifers,2024,"Victor Darkwah-Owusu, M. A. Md Yusof, Y. A. Sokama‐Neuyam",2,"
 CO2 sequestration in deep saline aquifers is vital to reduce the global carbon footprint. However, this effort can be hampered due to salt precipitation during CO2 injection, which clogs flow pathwa"
Targeted Acid Stimulation Technique for Production Enhancement – A Montney Case Study,2024,"F. T. Smith, Z. Ramji",2,"
 A safe and cost-effective method of stimulating a multi-zone hydrocarbon producing well is presented whereby a tool containing dry chemical is deployed downhole via wireline. An extended exothermic "
"Evaluation of Production and Injection Profiles by a Combination of Thermal Anemometry Technology, Spectral Noise Logging, and Numerical Temperature Modeling in Horizontal Oil Producers and Water Injectors",2024,"A. Dolgikh, D. Shubenok, G. Chinchayan",2,"
 The limitations of conventional spinner-based methods of production logging in horizontal wells, such as low rate, oil viscosity, wellbore trajectory, and debris, have driven the development of non-"
Impact of Injection Velocity on Wormhole Generation Due to CO2 Sequestration,2024,"Elvin Mirzayev, Mustafa Al Ramadan, M. Aljawad",2,"
 Carbon dioxide (CO2) could be potentially stored in deep saline carbonate aquifers, taking advantage of its solubility in brine. Nevertheless, wormholes will be created due to the reactivity of carb"
"Data Governance, Privacy, Data Sharing Challenges",2024,"Pankaj Purohit, Fatema Al Nuaimi, Safeer Nakkolakkal",2,"
 Oil and Gas Company spends millions of $ on logging operations activity every year. Managing and tracking of well logs data from field acquisition through processing to interpretation has been a cha"
"Zalcman’s renormalization lemma, Pinchuk’s rescaling method, and Catlin’s estimates revisited",2024,François Berteloot,2,We present a renormalization lemma for certain maps defined on the unit disc of C\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \use
Cognitive disorders in Parkinson's disease,2024,"Victor Kholin, Iryna Karaban, S. Kryzhanovskiy",2,"Movement disorders undoubtedly form the core of the Parkinson's disease (PD) clinical picture. However, several other clinical manifestations can significantly complicate the course of the disease. Th"
"Novel Approach to Stimulation Design Optimization for Ultra-Deep, 200°C Temperature Formations: A Case Study in Kunteyi Block",2024,"Tengfei Hou, Hai Lin, Xi Wu",1,"
 The kunteyi Block, a domestic gas field, poses unique challenges with its ultra-deep, 392°F high-temperature conditions. These extreme environments significantly challenge the safety and efficiency "
Comparison Between the Performance of Threaded Connections Versus Welded Connections in Pipe-Fitting Assemblies,2024,"C. R. Rusnak, S. Elfass, Allen J. Rivas",1,"
 Fire suppression piping systems play a crucial role in minimizing the impact of unwanted fires. These systems primarily consist of welded or threaded connections at the pipe/fittings interface. Whil"
Effect of Nano-Silica Synthesized from Rice Husk on Low Salinity Water Flooding,2024,"Mariam Wanli, S. Suda, Sumihiko Murata",1,"
 Water flooding is acknowledged as an environmentally friendly and economically feasible approach in Enhanced Oil Recovery (EOR) and remains a subject of fascination for researchers due to its intric"
Total Rotational Capacity of Threaded Connections in Pipe-Fitting Assemblies,2024,"C. R. Rusnak, S. Elfass, Allen J. Rivas",1,"
 Fire suppression piping systems play a crucial role in minimizing the impact of unwanted fires. These systems primarily consist of welded or threaded connections at the pipe/fittings interface. Prev"
Automated Workflow to Couple Hydraulic Fracture Modeling Results into Dynamic Simulation Process for Unconventional Reservoir,2024,"Elhadi Belaifa, Moemen Abdelrahman, Abdullah A. Almubarak",1,"
 The objective of this study is to integrate two main workflows seamlessly; i.e. hydraulic fracture modeling and dynamic reservoir simulation process. A smooth coupling is developed and implemented f"
Monitoring Subsea CCS: Following the CO2Molecules From Top to Bottom and Ensuring They Stay in the Rock,2024,"M. Wiltshire, P. Roux",1,"
 This paper evaluates technologies and available methods for the surveillance of flow in subsea CO2 injection systems, going from the subsea infrastructure to the injection wells, into the reservoir,"
